,J+0_sun_exact,J+0_wind_exact,J+1_sun_exact,J+1_wind_exact,J+2_sun_exact,J+2_wind_exact,J+3_sun_exact,J+3_wind_exact
2023-07-01,92047410000.0,28683.39,156759790000.0,27707.768,158695230000.0,28272.875,126522230000.0,27968.912
2023-07-02,146362860000.0,23650.0,149707360000.0,23804.992,140242580000.0,23268.783,149943030000.0,25304.807
2023-07-03,140871710000.0,21372.299,128698240000.0,21035.69,124320220000.0,20401.574,176542910000.0,24106.154
2023-07-04,126679760000.0,19839.56,140352130000.0,20711.705,174821590000.0,18009.92,176257430000.0,20553.115
2023-07-05,142191660000.0,22855.61,171851550000.0,21478.889,167655340000.0,17731.611,158537970000.0,20317.139
2023-07-06,165079810000.0,11177.133,172702370000.0,12068.02,159473370000.0,12139.223,137277830000.0,11918.878
2023-07-07,164863520000.0,17997.314,158560860000.0,16905.363,133661100000.0,19401.705,171713820000.0,17725.006
2023-07-08,155395560000.0,16224.819,138548380000.0,18976.504,172461750000.0,18090.479,152077930000.0,20573.475
2023-07-09,133691120000.0,15968.886,172624800000.0,16569.127,146677270000.0,17329.746,149720890000.0,16142.116
2023-07-10,171503010000.0,14097.43,150287340000.0,13655.649,143369440000.0,14596.78,157156180000.0,14560.195
2023-07-11,146850280000.0,19735.332,123651736000.0,21100.305,161494650000.0,22338.87,142028180000.0,22556.258
2023-07-12,118440950000.0,20751.729,158348970000.0,20888.057,159974820000.0,21039.998,140238910000.0,23441.89
2023-07-13,150697820000.0,17407.604,152610060000.0,17654.545,120316560000.0,18194.738,151817290000.0,18286.443
2023-07-14,154000750000.0,22153.727,113566780000.0,21490.906,151819100000.0,18845.752,163824070000.0,20576.889
2023-07-15,107434900000.0,29360.963,154171830000.0,29829.166,162205700000.0,29999.451,163108520000.0,27444.664
2023-07-16,150438800000.0,23368.14,160714720000.0,23639.525,159963610000.0,23991.975,158803300000.0,25795.86
2023-07-17,159059210000.0,16235.677,152551460000.0,16158.024,152730340000.0,15992.612,137350640000.0,14608.246
2023-07-18,150332500000.0,16489.268,160609080000.0,17829.488,153829700000.0,16705.76,149818640000.0,15480.594
2023-07-19,149666780000.0,21995.562,152151900000.0,21822.748,157211460000.0,21438.926,164306100000.0,22480.697
2023-07-20,145890930000.0,15518.997,143508370000.0,15969.202,152203890000.0,16133.198,110917120000.0,15595.836
2023-07-21,138298820000.0,18996.541,159632490000.0,20424.424,105239870000.0,21683.87,121608860000.0,18878.969
2023-07-22,152704000000.0,20369.736,102837400000.0,19828.232,101506790000.0,22237.408,130464480000.0,19638.678
2023-07-23,101496490000.0,25287.568,107474750000.0,24967.748,121888700000.0,25334.938,132370596000.0,24879.797
2023-07-24,104022900000.0,25036.674,116076280000.0,24178.826,137602760000.0,24853.873,132728000000.0,29864.24
2023-07-25,109428800000.0,27179.045,133113400000.0,25946.445,122014710000.0,26799.422,78663520000.0,25286.604
2023-07-26,130508630000.0,19680.494,115179315000.0,19052.176,99646865000.0,17970.15,118316430000.0,21216.68
2023-07-27,115059100000.0,24327.568,96863680000.0,23401.729,104810185000.0,21106.412,132754640000.0,21044.01
2023-07-28,93518300000.0,20253.87,109547910000.0,19303.09,134609670000.0,18855.336,124595080000.0,20735.422
2023-07-29,106009660000.0,21593.682,135850620000.0,21710.816,106205870000.0,21643.344,85024145000.0,23358.377
2023-07-30,136044040000.0,24220.477,111269085000.0,23587.146,93516610000.0,23613.72,107320510000.0,24237.11
2023-07-31,117847700000.0,28225.365,110171600000.0,27547.377,114370220000.0,28504.877,92837220000.0,27213.04
2023-08-01,101896020000.0,31318.717,106849970000.0,30213.854,96513820000.0,28636.252,107281056000.0,30322.773
2023-08-02,102255000000.0,43302.14,90383290000.0,42825.26,107935240000.0,39469.01,109427950000.0,37159.906
2023-08-03,92522316000.0,32430.346,107597150000.0,32546.344,105019100000.0,32957.004,115801590000.0,37677.785
2023-08-04,107871370000.0,24325.65,98084980000.0,24863.203,121990350000.0,24394.47,151381280000.0,25579.998
2023-08-05,102886900000.0,30937.346,134610930000.0,30589.494,141995000000.0,27069.092,152696460000.0,28148.088
2023-08-06,132721150000.0,31230.396,149100130000.0,31115.209,135147650000.0,32435.822,150573220000.0,35329.887
2023-08-07,146409100000.0,16490.104,147320540000.0,17004.414,146642700000.0,16538.7,137459630000.0,16730.39
2023-08-08,139811620000.0,14538.536,145254880000.0,14124.379,135172290000.0,15201.077,124767930000.0,13552.062
2023-08-09,144043660000.0,13952.472,138315120000.0,13826.39,122024820000.0,13741.61,117958610000.0,13734.776
2023-08-10,127105040000.0,16161.505,120108840000.0,16113.3,128092310000.0,16745.236,111443120000.0,15756.624
2023-08-11,121362000000.0,14412.71,116934074000.0,14333.648,121649300000.0,14385.988,111704440000.0,16034.235
2023-08-12,118978896000.0,17837.5,118016140000.0,17732.486,129964620000.0,16950.676,111314895000.0,18448.023
2023-08-13,114929795000.0,14916.81,119682960000.0,14341.099,109331055000.0,14937.776,117398080000.0,15614.933
2023-08-14,116099270000.0,16779.844,108691600000.0,17101.725,123866940000.0,17838.951,121924485000.0,16872.316
2023-08-15,111294240000.0,13800.608,111039880000.0,13877.165,129172730000.0,13607.524,106804840000.0,13585.0205
2023-08-16,115364970000.0,13617.386,131826600000.0,13886.812,88792600000.0,14895.469,117828846000.0,13443.622
2023-08-17,123945520000.0,12743.7295,102223810000.0,12604.636,123253230000.0,12416.265,137319190000.0,14557.565
2023-08-18,106305980000.0,15253.008,119753930000.0,14662.378,141712000000.0,15049.004,142590740000.0,17403.463
2023-08-19,123852950000.0,15998.582,134833320000.0,17279.94,142090750000.0,17673.447,135573800000.0,16565.506
2023-08-20,,13546.996,,14590.691,136871480000.0,14490.565,131936944000.0,13857.016
2023-08-21,140550640000.0,13583.583,138319300000.0,14463.181,136430910000.0,15432.565,109497520000.0,14309.878
2023-08-22,131764280000.0,14796.796,133427405000.0,14902.702,106367420000.0,15250.641,111326660000.0,16295.274
2023-08-23,129363804000.0,14874.371,108136380000.0,15549.719,91559280000.0,14384.542,100929110000.0,16381.055
2023-08-24,106614970000.0,17719.719,93611926000.0,18795.742,95443616000.0,18588.451,91907230000.0,16883.06
2023-08-25,92146250000.0,22243.623,89781910000.0,21461.693,81584060000.0,20962.436,94809130000.0,23781.477
2023-08-26,89138470000.0,17654.662,88050655000.0,16467.256,84822330000.0,18634.457,106306500000.0,18500.424
2023-08-27,85145170000.0,22462.688,84251280000.0,21773.51,104885680000.0,20187.56,122230590000.0,18451.305
2023-08-28,85275795000.0,24054.908,106186990000.0,25057.87,111799680000.0,25166.016,101674844000.0,26222.256
2023-08-29,103360184000.0,18110.867,111936570000.0,19068.13,86542830000.0,18275.287,93984100000.0,17308.03
2023-08-30,102151490000.0,18975.879,85026324000.0,18877.326,102670290000.0,18861.486,98301120000.0,18054.977
2023-08-31,84421720000.0,19618.514,103321715000.0,18776.428,108082790000.0,19906.83,120737690000.0,17154.533
2023-09-01,99476720000.0,18327.81,102602290000.0,19146.22,123348255000.0,18876.52,128362185000.0,16728.05
2023-09-02,100279810000.0,15223.719,123087670000.0,16108.038,127121670000.0,18123.807,124965550000.0,18604.912
2023-09-03,123308050000.0,20220.818,123618360000.0,19463.553,127240470000.0,20495.443,120253580000.0,22537.383
2023-09-04,122490450000.0,24346.36,126563340000.0,24041.717,121167460000.0,23025.607,123701035000.0,21837.035
2023-09-05,127081005000.0,16328.933,124209250000.0,16999.523,125806840000.0,17068.686,117881180000.0,17713.982
2023-09-06,120679270000.0,13679.876,124512730000.0,14019.397,117240500000.0,15357.087,120285135000.0,15445.536
2023-09-07,121562300000.0,12505.978,115639730000.0,13327.6045,122105510000.0,14101.054,110789260000.0,14114.409
2023-09-08,115085900000.0,11340.257,121840435000.0,11449.067,113577886000.0,11376.472,90408390000.0,12062.957
2023-09-09,120545170000.0,12894.488,112951600000.0,13059.538,81195010000.0,11649.733,65126793000.0,11870.516
2023-09-10,111835650000.0,13587.367,93775500000.0,13779.239,68046340000.0,12793.415,78798190000.0,12409.013
2023-09-11,92126630000.0,12850.667,68195983000.0,13622.694,92041220000.0,13974.035,104176976000.0,13892.026
2023-09-12,65480204000.0,13620.289,82057470000.0,15570.716,103341000000.0,14659.699,107389700000.0,13375.032
2023-09-13,80775850000.0,13030.403,102319380000.0,13819.977,107132780000.0,13327.664,79201760000.0,14858.183
2023-09-14,104680810000.0,11220.364,109612100000.0,10947.554,69425610000.0,10349.419,86144090000.0,9806.972
2023-09-15,105131560000.0,16005.085,82639060000.0,15479.388,76680690000.0,16654.441,69278515000.0,11648.008
2023-09-16,69432880000.0,18070.76,75252000000.0,18566.467,70058070000.0,18519.627,81354930000.0,19971.885
2023-09-17,76240280000.0,20573.686,70017425000.0,20381.025,83727600000.0,21136.57,97503660000.0,18998.658
2023-09-18,75460770000.0,26489.799,87240655000.0,25149.797,85361410000.0,22565.717,38565183000.0,27268.562
2023-09-19,84391720000.0,22110.938,84408880000.0,21174.295,40657240000.0,22641.678,76633145000.0,21775.578
2023-09-20,80364340000.0,25757.662,44355650000.0,25408.393,77134100000.0,25055.36,88443585000.0,25713.389
2023-09-21,42766787000.0,27598.533,79862600000.0,29674.797,89078990000.0,27755.518,107178920000.0,28945.39
2023-09-22,77148450000.0,25909.906,92216530000.0,26592.443,106941250000.0,26389.443,101230410000.0,23660.162
2023-09-23,89616480000.0,16622.531,106225025000.0,17145.508,98039870000.0,18968.305,95967940000.0,18328.172
2023-09-24,104903434000.0,16839.305,98527896000.0,16855.469,94271720000.0,16667.121,88883460000.0,16908.19
2023-09-25,97439190000.0,10525.401,94509630000.0,10392.357,85294875000.0,10479.341,83529960000.0,11372.309
2023-09-26,92208300000.0,12096.633,77658260000.0,13333.526,83372870000.0,13275.458,87773710000.0,11681.278
2023-09-27,76223005000.0,16307.164,74664850000.0,17244.443,86141350000.0,15202.435,92850140000.0,14764.64
2023-09-28,75314730000.0,14532.261,83512630000.0,13362.661,95536870000.0,11982.277,93428760000.0,11560.261
2023-09-29,82708210000.0,19798.053,91949950000.0,19254.22,92238940000.0,20446.766,88055840000.0,16942.855
2023-09-30,90316310000.0,11039.358,94058450000.0,10629.627,88159945000.0,10567.174,62926260000.0,12420.698
2023-10-01,95772680000.0,12106.099,89881010000.0,12035.48,64964460000.0,11286.132,83631735000.0,10755.663
2023-10-02,91517180000.0,18459.232,62357643000.0,18560.44,78273000000.0,18400.615,78951430000.0,16866.33
2023-10-03,68552593000.0,25682.283,81398630000.0,24310.537,73148710000.0,24517.148,87916430000.0,23984.213
2023-10-04,80392190000.0,13406.074,79053180000.0,13235.903,92313810000.0,13547.316,92759640000.0,12537.456
2023-10-05,83780590000.0,9571.808,93423410000.0,9682.042,93120280000.0,10664.138,88242900000.0,10504.3955
2023-10-06,93462495000.0,9435.011,92138390000.0,9708.329,88430310000.0,9800.534,87100735000.0,9386.941
2023-10-07,90517620000.0,11616.359,88251010000.0,11567.434,87656070000.0,11516.532,86867984000.0,11581.466
2023-10-08,88921050000.0,10041.143,85318600000.0,10713.556,85166030000.0,11219.4375,79985410000.0,12383.173
2023-10-09,82285710000.0,9060.429,85968040000.0,8516.684,80490350000.0,9503.429,70248284000.0,9653.88
2023-10-10,83216900000.0,10850.386,81382875000.0,10790.25,63042666000.0,10814.942,65814823000.0,9010.468
2023-10-11,79400990000.0,16224.13,60307620000.0,15273.12,65231420000.0,14136.297,43443257000.0,15814.4375
2023-10-12,64468220000.0,18861.273,62651810000.0,17699.863,58376126000.0,17743.838,71162220000.0,18498.504
2023-10-13,64167535000.0,33502.844,51701040000.0,32738.479,74216595000.0,28334.65,39650476000.0,33023.863
2023-10-14,52477428000.0,23302.123,71372800000.0,23768.25,56603066000.0,22700.697,45181567000.0,32725.18
2023-10-15,67798856000.0,20269.53,58403697000.0,20923.47,49046200000.0,21269.877,25584780000.0,21449.408
2023-10-16,61533463000.0,23411.656,47946342000.0,23919.545,25779364000.0,24174.814,30882095000.0,24695.898
2023-10-17,52262224000.0,26187.697,24281194000.0,27404.041,34272264000.0,26777.633,22060770000.0,26552.82
2023-10-18,25439867000.0,33944.938,35188437000.0,31791.963,22425060000.0,28487.904,50679448000.0,31365.68
2023-10-19,33276600000.0,29177.07,30172496000.0,29294.795,45473080000.0,27122.62,57740657000.0,25982.295
2023-10-20,29958201000.0,31989.998,48860897000.0,33377.496,56297300000.0,38169.44,33880908000.0,35622.797
2023-10-21,51431600000.0,37328.926,61294170000.0,37507.24,30579507000.0,37952.113,45192937000.0,38098.477
2023-10-22,52422713000.0,20320.584,29521338000.0,21012.244,52671807000.0,21362.078,30232740000.0,22161.758
2023-10-23,25835620000.0,23528.963,43097047000.0,26721.111,21879276000.0,30296.68,17364173000.0,29945.258
2023-10-24,41480753000.0,22846.71,28695933000.0,23130.377,19902160000.0,26930.56,43413530000.0,27676.79
2023-10-25,27217994000.0,30228.15,19624362000.0,32493.123,41674007000.0,31449.758,39364633000.0,30892.812
2023-10-26,20117920000.0,25533.713,41183298000.0,26674.877,40633690000.0,27595.803,36470014000.0,32046.88
2023-10-27,43117930000.0,32386.49,41760915000.0,31964.938,32072688000.0,32712.146,34267840000.0,34402.49
2023-10-28,39168942000.0,37277.61,31816655000.0,37557.55,35156230000.0,38386.7,49106960000.0,36464.086
2023-10-29,31082443000.0,36506.24,21074580000.0,36458.703,42204643000.0,37605.215,31178244000.0,37601.395
2023-10-30,18510545000.0,25672.76,42249028000.0,26702.803,30520000000.0,30668.764,22623478000.0,29967.693
2023-10-31,42077130000.0,27324.799,28297679000.0,27912.914,22267142000.0,28402.037,35923780000.0,32224.578
2023-11-01,30192554000.0,35804.14,24092668000.0,34550.676,36554244000.0,35012.75,21108867000.0,37206.086
2023-11-02,23579960000.0,50669.92,36065436000.0,48307.246,20539040000.0,44510.77,34407210000.0,51316.61
2023-11-03,33305950000.0,31420.693,19351160000.0,33313.707,36734763000.0,29438.744,38448833000.0,29817.396
2023-11-04,21256022000.0,44560.168,39086750000.0,45677.668,38240993000.0,44447.594,36662616000.0,41509.67
2023-11-05,37898592000.0,43699.395,38725296000.0,43843.81,40656880000.0,45375.598,38610830000.0,47286.855
2023-11-06,39145345000.0,31051.984,42273060000.0,30641.906,36916690000.0,32067.469,19964477000.0,34881.992
2023-11-07,42113917000.0,23490.82,41422103000.0,23576.814,25177457000.0,23678.21,30415782000.0,26777.482
2023-11-08,41737870000.0,29112.127,23133782000.0,28569.107,33655431000.0,29080.365,34763620000.0,28543.44
2023-11-09,22129818000.0,33823.566,33082972000.0,33593.473,33422406000.0,34298.94,25976496000.0,33163.816
2023-11-10,34352517000.0,36809.312,36571484000.0,38161.605,23219920000.0,36512.066,19115606000.0,35580.434
2023-11-11,36461957000.0,19827.193,26704499000.0,19971.178,18550096000.0,19132.322,19421995000.0,18852.787
2023-11-12,25830932000.0,32345.453,17897497000.0,32780.066,23130280000.0,29021.803,34478526000.0,23290.686
2023-11-13,17920336000.0,37386.348,19699680000.0,36271.914,37369668000.0,34761.45,24412880000.0,34379.69
2023-11-14,20472648000.0,34052.645,38147723000.0,31168.63,20104462000.0,31069.252,32823640000.0,30045.033
2023-11-15,39182717000.0,22557.545,18618647000.0,21917.896,36356830000.0,22529.297,29666386000.0,20662.623
2023-11-16,21691351000.0,34762.848,32271581000.0,35702.996,27885486000.0,27750.725,31584346000.0,21658.354
2023-11-17,32475896000.0,19259.467,27471751000.0,19896.158,31745343000.0,22447.422,23366042000.0,29170.357
2023-11-18,22464473000.0,24489.58,33159043000.0,23591.688,28227158000.0,22247.797,25478971000.0,20523.803
2023-11-19,33255844000.0,28575.521,24163437000.0,26724.914,23710487000.0,27347.525,32264815000.0,25158.139
2023-11-20,26722630000.0,27723.6,23917030000.0,28122.96,32599548000.0,29482.572,30111318000.0,29154.406
2023-11-21,24922046000.0,25915.967,33715397000.0,26369.975,31066014000.0,27057.336,31111889000.0,28035.475
2023-11-22,36040960000.0,26689.209,31735091000.0,26894.102,24282436000.0,26470.94,36464010000.0,25909.57
2023-11-23,33675485000.0,20468.191,27288330000.0,19945.893,36224532000.0,21043.69,26106798000.0,19469.195
2023-11-24,26446957000.0,27848.115,36045783000.0,26686.275,30935929000.0,27804.662,17101234000.0,30322.44
2023-11-25,38215790000.0,21196.166,34422297000.0,22440.576,12047598000.0,22107.697,31151653000.0,25834.234
2023-11-26,34516270000.0,14195.491,10583319000.0,14019.573,30350000000.0,14357.747,29108888000.0,14055.617
2023-11-27,12174957000.0,28385.346,30842288000.0,27376.47,24711033000.0,26530.717,10340377000.0,27092.156
2023-11-28,30458774000.0,22856.842,28796826000.0,23196.61,12646265000.0,19172.904,12054340000.0,20116.111
2023-11-29,29009938000.0,15984.724,10249144000.0,16057.581,14085100000.0,18375.734,32737608000.0,19923.43
2023-11-30,10784481000.0,17583.006,15503036000.0,21132.354,34403013000.0,17952.02,33474527000.0,29378.975
2023-12-01,12746608000.0,18529.201,33893728000.0,16979.164,29844558000.0,19339.541,12384461000.0,18753.83
2023-12-02,31950932000.0,19523.047,32897747000.0,19714.498,14330630000.0,18927.799,23207002000.0,17217.283
2023-12-03,33353994000.0,23978.365,13612241000.0,23241.627,25883680000.0,23677.58,25285853000.0,20428.947
2023-12-04,14586437000.0,40295.29,25679720000.0,38913.16,26785726000.0,36436.926,13843050000.0,29513.54
2023-12-05,25589879000.0,30895.521,27334808000.0,31690.232,16614228000.0,31316.646,12425486000.0,31790.883
2023-12-06,29837033000.0,14181.849,16396239000.0,15190.496,14532809000.0,17784.324,11025215000.0,22935.414
2023-12-07,17493467000.0,25231.748,15489733000.0,25355.39,8171229000.0,27825.799,16596570000.0,31567.492
2023-12-08,14773419000.0,22675.078,9130132000.0,23104.916,17910014000.0,25724.889,12343636000.0,27391.232
2023-12-09,8672193000.0,38496.684,15517161000.0,37717.996,15904428000.0,36434.594,14839861000.0,34335.55
2023-12-10,17486662000.0,34089.625,15789953000.0,34036.688,16198154000.0,30990.984,19424990000.0,32053.102
2023-12-11,14944952000.0,27806.377,15060996000.0,28108.922,18078093000.0,28685.775,20245369000.0,27923.182
2023-12-12,15675165000.0,29499.578,18027920000.0,31447.877,18163450000.0,31130.861,24695431000.0,25522.42
2023-12-13,18101678000.0,31478.924,17542386000.0,31081.623,23052235000.0,33310.01,25044030000.0,31416.799
2023-12-14,18919130000.0,24762.467,23665983000.0,24721.352,24964956000.0,24920.303,27100660000.0,23386.586
2023-12-15,24861090000.0,14779.298,27260854000.0,14821.145,28625535000.0,15660.706,27584774000.0,16006.613
2023-12-16,33245410000.0,12859.712,32570900000.0,14633.444,31395205000.0,15160.548,18238087000.0,16389.13
2023-12-17,32517988000.0,11937.598,31067202000.0,12321.07,22855893000.0,12970.363,20696113000.0,11916.371
2023-12-18,31712770000.0,13205.382,23298714000.0,13200.511,21510046000.0,12999.675,10779402000.0,15595.1045
2023-12-19,22209712000.0,24293.51,22529750000.0,22652.334,10987475000.0,22310.408,16438579000.0,18688.521
2023-12-20,23948724000.0,27726.201,10342291000.0,29941.86,14968250000.0,28391.408,20440523000.0,28259.975
2023-12-21,10229073000.0,42126.844,18342932000.0,41918.168,20786655000.0,42153.55,18776179000.0,44238.316
2023-12-22,16201816000.0,41464.45,22453578000.0,40981.684,21147570000.0,40845.117,23271158000.0,43687.47
2023-12-23,20942014000.0,31720.115,20716198000.0,30537.79,23168864000.0,32271.545,26021802000.0,32219.383
2023-12-24,21728248000.0,33579.703,23696687000.0,32707.266,,32445.975,,31500.68
2023-12-25,,31498.705,,28972.617,,28292.025,,27111.617
2023-12-26,26020907000.0,20456.344,33163921000.0,28319.107,18273792000.0,23792.95,19380797000.0,21709.604
2023-12-27,30390060000.0,28149.201,17952203000.0,26537.14,21675844000.0,,23723459000.0,28240.164
2023-12-28,18413953000.0,30897.201,20681155000.0,30312.588,25098043000.0,30873.574,19905642000.0,36674.94
2023-12-29,18880283000.0,27558.271,25603748000.0,29096.68,17931580000.0,29764.408,16969212000.0,31143.912
2023-12-30,24949686000.0,25742.86,18061590000.0,27878.482,20636017000.0,25637.287,6638543000.0,33194.51
2023-12-31,17577400000.0,43686.734,17773439000.0,43715.168,6922379300.0,45520.605,20969247000.0,41863.305
2024-01-01,19663802000.0,31770.773,8863429000.0,33808.855,17425290000.0,33275.96,23141896000.0,36701.29
2024-01-02,,42810.824,,47035.926,,48070.953,,47732.754
2024-01-03,20130556000.0,44753.324,23222909000.0,42292.336,18153722000.0,43039.316,19293508000.0,39677.07
2024-01-04,21891390000.0,31947.768,17527466000.0,30119.34,20208542000.0,36149.062,22829736000.0,32949.164
2024-01-05,16619726000.0,20761.834,21464560000.0,20167.092,21462974000.0,21431.58,24322945000.0,27073.004
2024-01-06,21407801000.0,25045.271,18514162000.0,26086.28,25983185000.0,26785.438,29062668000.0,26429.484
2024-01-07,22261142000.0,31921.71,26390090000.0,34736.414,30711120000.0,32830.703,20134576000.0,31335.297
2024-01-08,25200882000.0,29477.541,31549616000.0,30233.014,23534543000.0,31074.701,27071570000.0,32763.678
2024-01-09,30036724000.0,16521.377,22310312000.0,17084.19,32096256000.0,18676.373,33319723000.0,20665.088
2024-01-10,22571756000.0,16321.483,32254188000.0,16582.943,35463668000.0,15944.087,33955537000.0,18715.822
2024-01-11,31235987000.0,20778.52,34393612000.0,20679.512,36342600000.0,20337.117,27225129000.0,22788.633
2024-01-12,36255200000.0,18492.908,34600874000.0,17875.916,30164713000.0,18155.498,26415718000.0,20049.643
2024-01-13,35716325000.0,13461.749,28468080000.0,13421.426,30775472000.0,12497.073,31756435000.0,12316.618
2024-01-14,25243759000.0,11784.95,24658194000.0,11834.358,36802150000.0,11879.642,11023434000.0,10888.862
2024-01-15,23590658000.0,16821.502,30355251000.0,17722.588,10793222000.0,17880.732,29294748000.0,18321.172
2024-01-16,27729460000.0,15189.125,11661834000.0,15039.241,22820258000.0,14052.282,35597947000.0,15363.255
2024-01-17,10995548000.0,31010.725,20205705000.0,31433.158,33041492000.0,31750.877,45727875000.0,32917.277
2024-01-18,,33962.22,,31268.104,,25268.486,,21728.213
2024-01-19,40421050000.0,18919.877,46605173000.0,18249.062,28496478000.0,18107.395,19691848000.0,19240.953
2024-01-20,45981204000.0,17146.506,28980847000.0,17898.61,19179921000.0,19903.148,18718556000.0,17636.018
2024-01-21,29987380000.0,31231.438,19342030000.0,30486.602,20632318000.0,30614.426,30266180000.0,17385.918
2024-01-22,18918339000.0,38564.527,21564960000.0,38356.17,26514842000.0,39210.574,35119923000.0,39134.79
2024-01-23,23615541000.0,29511.844,22799716000.0,29593.076,32163815000.0,29567.908,27285455000.0,32997.75
2024-01-24,25122961000.0,29223.19,33010543000.0,27359.264,26622140000.0,27020.82,42369940000.0,29117.18
2024-01-25,32919718000.0,18787.65,26391837000.0,18880.838,43889672000.0,17788.498,41285763000.0,20010.303
2024-01-26,28694495000.0,21815.15,44866880000.0,20146.305,41898435000.0,21900.242,37803370000.0,20667.848
2024-01-27,42012700000.0,15193.3545,40486556000.0,16643.86,35845520000.0,15770.222,32601555000.0,14693.953
2024-01-28,39624983000.0,22803.924,38168330000.0,22763.697,34664850000.0,22855.467,41522897000.0,24132.12
2024-01-29,36293420000.0,22609.914,31760237000.0,21529.746,38791283000.0,22949.906,21531951000.0,25348.693
2024-01-30,36194386000.0,15765.456,42307470000.0,16328.757,22595338000.0,21213.16,36922343000.0,18233.744
2024-01-31,45219520000.0,11828.321,26639196000.0,11798.526,44604720000.0,11803.69,44062474000.0,13969.796
2024-02-01,25294012000.0,17752.664,38313680000.0,18996.217,36992328000.0,17947.836,40903967000.0,18611.932
2024-02-02,37041857000.0,16065.699,36087670000.0,16704.678,40170545000.0,14031.669,41357517000.0,15134.368
2024-02-03,38348874000.0,16494.766,41072517000.0,16044.763,42118676000.0,16003.785,30945559000.0,12892.114
2024-02-04,40258863000.0,18337.227,39806976000.0,19126.014,29903462000.0,17771.65,27244257000.0,17756.492
2024-02-05,42071904000.0,17974.43,29096358000.0,18180.102,23709565000.0,17775.793,34141438000.0,16167.058
2024-02-06,33287200000.0,26960.764,26631152000.0,25310.162,26682130000.0,25705.506,32204235000.0,21764.943
2024-02-07,,33145.234,,33448.414,,32372.08,,33529.81
2024-02-08,28877054000.0,36303.89,24079581000.0,29466.557,20947739000.0,36404.867,35143467000.0,37322.504
2024-02-09,21343960000.0,34012.543,18453076000.0,33921.0,41149330000.0,38612.258,49664016000.0,36161.62
2024-02-10,,21770.146,,27428.186,,26837.965,,25602.115
2024-02-11,39363318000.0,33200.37,36151800000.0,34726.51,46821770000.0,33978.11,44331010000.0,37917.277
2024-02-12,33981764000.0,17764.834,44976247000.0,15673.1875,42939040000.0,20872.027,34455330000.0,20853.385
2024-02-13,51792780000.0,19360.447,46065450000.0,20891.93,37625455000.0,18191.348,31745278000.0,19337.102
2024-02-14,,23380.846,,22023.807,,22217.361,,21879.127
2024-02-15,41337660000.0,26122.799,33089462000.0,21423.734,49855234000.0,26344.143,30620402000.0,21980.693
2024-02-16,26940527000.0,23168.469,49090720000.0,25036.033,32298082000.0,26516.191,44208300000.0,21200.018
2024-02-17,56273040000.0,15154.367,36411430000.0,14252.914,43749147000.0,15558.25,46231110000.0,15292.266
2024-02-18,37384820000.0,20961.803,43662537000.0,19843.314,52600290000.0,19599.707,34515223000.0,19950.646
2024-02-19,43723547000.0,21778.027,48310067000.0,21465.904,26856178000.0,20363.818,26151830000.0,22852.326
2024-02-20,53004630000.0,18135.652,28483727000.0,19326.531,23246709000.0,16871.092,47992520000.0,18871.635
2024-02-21,28954320000.0,27505.752,19737321000.0,26977.365,48969466000.0,28930.75,49395680000.0,26834.352
2024-02-22,22296297000.0,46246.74,50468995000.0,44888.812,53779677000.0,45441.176,20621230000.0,43509.727
2024-02-23,51528286000.0,33776.16,53935333000.0,33314.887,35184240000.0,33860.598,29570170000.0,33456.28
2024-02-24,54273057000.0,27967.932,32097264000.0,28497.46,35110060000.0,32096.041,38895550000.0,27579.164
2024-02-25,30586655000.0,32188.639,35514786000.0,31612.924,41318502000.0,29792.432,55504454000.0,34822.77
2024-02-26,35792640000.0,33585.625,38821070000.0,30956.19,57890898000.0,32906.09,56403108000.0,26471.398
2024-02-27,44197990000.0,31080.139,59551166000.0,30238.553,53611315000.0,27728.32,51558890000.0,29463.453
2024-02-28,58362823000.0,20630.15,49800217000.0,20979.568,48560800000.0,19795.967,47964783000.0,17724.78
2024-02-29,51342580000.0,23730.33,47936135000.0,22581.885,44376654000.0,21380.447,42565435000.0,22194.594
2024-03-01,50183447000.0,33899.27,43861540000.0,33228.418,40050598000.0,31970.916,66049260000.0,30838.281
2024-03-02,44477964000.0,28589.602,40864014000.0,29396.852,68903810000.0,27079.523,39159170000.0,25086.436
2024-03-03,41567200000.0,22342.955,64649044000.0,20720.139,51073597000.0,19817.64,65016807000.0,22118.5
2024-03-04,65861540000.0,19025.322,53164090000.0,19372.824,66455503000.0,17255.023,85376810000.0,17268.906
2024-03-05,62970163000.0,23876.94,67277263000.0,22088.424,87202234000.0,24586.81,56931420000.0,20987.066
2024-03-06,71179710000.0,14243.347,87891894000.0,14442.075,56092525000.0,14402.69,48527983000.0,15256.798
2024-03-07,,14472.993,,25423.016,,26144.703,,24296.244
2024-03-08,59571126000.0,28607.475,41323897000.0,29682.354,61754320000.0,28065.521,62675960000.0,28249.453
2024-03-09,42887660000.0,31262.234,60529033000.0,30166.32,62336074000.0,29824.582,54354380000.0,28647.807
2024-03-10,59089820000.0,14930.276,59457700000.0,16331.438,58471834000.0,16249.8,77491010000.0,20161.81
2024-03-11,61601694000.0,21619.203,52997810000.0,21069.854,84891590000.0,20634.137,95306610000.0,23843.463
2024-03-12,54268113000.0,22850.908,76329270000.0,19350.635,77840966000.0,19228.38,57300255000.0,18526.836
